row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
CLM.CASCADE_1_C.D-CLM-1,CLIMATE,CLM,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CLM-1,gauges' green glow (data),PHOSPHOR,"OPEN (reference kills monitor rigs by index, none stamped)",,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md CLIMATE 'Green gauge glow, grille shadows'; restoration-lighting-bible.md §GRAMMAR (phosphor green illuminates data, never rooms)","stage 1: circuit C's zone dies ('the stage end of the building drops dark'); emissive, no light contribution"
CLM.CASCADE_1_C.P-CLM-1,CLIMATE,CLM,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CLM-1,the room light (unnamed in canon; something must throw the 'grille shadows'),OPEN,OPEN (zone C membership not in canon),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.10.3 proposes a caged bulkhead at (1425, -1600, 290)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-bible.md CLIMATE,stage 1: circuit C's zone dies ('the stage end of the building drops dark'); OPEN 3.10-C [ROOM-BRIEFS-3.6-3.10.md 3.10.3]: fixture type and colour family unruled
CLM.CASCADE_1_C.X-CLM-1,CLIMATE,CLM,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-CLM-1,"degausser coil bloom (a state light, not a practical; rises through the wipe, snaps off — S02)",STATE_LIGHT,OFF,,OPEN,,"0.5,0.32,0.18",STAND-IN,scripts/world_builder.gd 830 (copper-tinted coil material),,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-audio-bible.md S02 (via ROOM-BRIEFS-3.6-3.10.md 3.10.3); scripts/world_builder.gd 826-832,stage 1: circuit C's zone dies ('the stage end of the building drops dark'); only during a burn
CLM.CASCADE_1_C.B-CLM-1,CLIMATE,CLM,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-CLM-1,borrowed: the hall's pilot lamps through the +Y gap; the bench room through the -X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; Data/Doors.csv CLIMATE-TRANSMITTER HALL (14.5, -13.0), BENCH ROOM-CLIMATE (12.0, -16.0)",stage 1: circuit C's zone dies ('the stage end of the building drops dark')
CLM.CASCADE_2_B.D-CLM-1,CLIMATE,CLM,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CLM-1,gauges' green glow (data),PHOSPHOR,OPEN,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md CLIMATE 'Green gauge glow, grille shadows'; restoration-lighting-bible.md §GRAMMAR (phosphor green illuminates data, never rooms)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; emissive, no light contribution"
CLM.CASCADE_2_B.P-CLM-1,CLIMATE,CLM,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CLM-1,the room light (unnamed in canon; something must throw the 'grille shadows'),OPEN,OPEN (zone B membership not in canon),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.10.3 proposes a caged bulkhead at (1425, -1600, 290)",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-bible.md CLIMATE,"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; OPEN 3.10-C [ROOM-BRIEFS-3.6-3.10.md 3.10.3]: fixture type and colour family unruled"
CLM.CASCADE_2_B.X-CLM-1,CLIMATE,CLM,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-CLM-1,"degausser coil bloom (a state light, not a practical; rises through the wipe, snaps off — S02)",STATE_LIGHT,OFF,,OPEN,,"0.5,0.32,0.18",STAND-IN,scripts/world_builder.gd 830 (copper-tinted coil material),,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-audio-bible.md S02 (via ROOM-BRIEFS-3.6-3.10.md 3.10.3); scripts/world_builder.gd 826-832,"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; only during a burn"
CLM.CASCADE_2_B.B-CLM-1,CLIMATE,CLM,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-CLM-1,borrowed: the hall's pilot lamps through the +Y gap; the bench room through the -X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; Data/Doors.csv CLIMATE-TRANSMITTER HALL (14.5, -13.0), BENCH ROOM-CLIMATE (12.0, -16.0)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers"
CLM.CROSSING.D-CLM-1,CLIMATE,CLM,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CLM-1,gauges' green glow (data),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md CLIMATE 'Green gauge glow, grille shadows'; restoration-lighting-bible.md §GRAMMAR (phosphor green illuminates data, never rooms)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; emissive, no light contribution"
CLM.CROSSING.P-CLM-1,CLIMATE,CLM,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CLM-1,the room light (unnamed in canon; something must throw the 'grille shadows'),OPEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.10.3 proposes a caged bulkhead at (1425, -1600, 290)",,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-bible.md CLIMATE","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; OPEN 3.10-C [ROOM-BRIEFS-3.6-3.10.md 3.10.3]: fixture type and colour family unruled"
CLM.CROSSING.X-CLM-1,CLIMATE,CLM,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-CLM-1,"degausser coil bloom (a state light, not a practical; rises through the wipe, snaps off — S02)",STATE_LIGHT,OFF,,OPEN,,"0.5,0.32,0.18",STAND-IN,scripts/world_builder.gd 830 (copper-tinted coil material),,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-audio-bible.md S02 (via ROOM-BRIEFS-3.6-3.10.md 3.10.3); scripts/world_builder.gd 826-832","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; only during a burn"
CLM.CROSSING.B-CLM-1,CLIMATE,CLM,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-CLM-1,borrowed: the hall's pilot lamps through the +Y gap; the bench room through the -X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); Data/Doors.csv CLIMATE-TRANSMITTER HALL (14.5, -13.0), BENCH ROOM-CLIMATE (12.0, -16.0)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s"
CLM.SIGNOFF_4C.D-CLM-1,CLIMATE,CLM,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CLM-1,gauges' green glow (data),PHOSPHOR,OFF,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md CLIMATE 'Green gauge glow, grille shadows'; restoration-lighting-bible.md §GRAMMAR (phosphor green illuminates data, never rooms); restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; not on the Day 1 tour — whether it blacks out with the bench room or at all is OPEN; emissive, no light contribution"
CLM.SIGNOFF_4C.P-CLM-1,CLIMATE,CLM,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CLM-1,the room light (unnamed in canon; something must throw the 'grille shadows'),OPEN,OFF,,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.10.3 proposes a caged bulkhead at (1425, -1600, 290)",,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-bible.md CLIMATE; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; not on the Day 1 tour — whether it blacks out with the bench room or at all is OPEN; OPEN 3.10-C [ROOM-BRIEFS-3.6-3.10.md 3.10.3]: fixture type and colour family unruled"
CLM.SIGNOFF_4C.X-CLM-1,CLIMATE,CLM,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-CLM-1,"degausser coil bloom (a state light, not a practical; rises through the wipe, snaps off — S02)",STATE_LIGHT,OFF,,OPEN,,"0.5,0.32,0.18",STAND-IN,scripts/world_builder.gd 830 (copper-tinted coil material),,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-audio-bible.md S02 (via ROOM-BRIEFS-3.6-3.10.md 3.10.3); scripts/world_builder.gd 826-832; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; not on the Day 1 tour — whether it blacks out with the bench room or at all is OPEN; only during a burn"
CLM.SIGNOFF_4C.B-CLM-1,CLIMATE,CLM,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-CLM-1,borrowed: the hall's pilot lamps through the +Y gap; the bench room through the -X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; Data/Doors.csv CLIMATE-TRANSMITTER HALL (14.5, -13.0), BENCH ROOM-CLIMATE (12.0, -16.0); restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; not on the Day 1 tour — whether it blacks out with the bench room or at all is OPEN"
CLM.BURN.D-CLM-1,CLIMATE,CLM,BURN,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-CLM-1,gauges' green glow (data),PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,NO,,rise / snap,,OPEN,"restoration-audio-bible.md S02; restoration-room-inventory.md §7; scripts/world_builder.gd 826-832; restoration-room-bible.md CLIMATE 'Green gauge glow, grille shadows'; restoration-lighting-bible.md §GRAMMAR (phosphor green illuminates data, never rooms)","burning a daily (from T4; Ending 3's playable destruction): the coil glows and rises through the wipe, snaps off; a brief warm-orange bloom; no red; emissive, no light contribution"
CLM.BURN.P-CLM-1,CLIMATE,CLM,BURN,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-CLM-1,the room light (unnamed in canon; something must throw the 'grille shadows'),OPEN,OPEN,,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.10.3 proposes a caged bulkhead at (1425, -1600, 290)",,OPEN,,,,OPEN,,NO,,rise / snap,,OPEN,restoration-audio-bible.md S02; restoration-room-inventory.md §7; scripts/world_builder.gd 826-832; restoration-room-bible.md CLIMATE,"burning a daily (from T4; Ending 3's playable destruction): the coil glows and rises through the wipe, snaps off; a brief warm-orange bloom; no red; OPEN 3.10-C [ROOM-BRIEFS-3.6-3.10.md 3.10.3]: fixture type and colour family unruled"
CLM.BURN.X-CLM-1,CLIMATE,CLM,BURN,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-CLM-1,"degausser coil bloom (a state light, not a practical; rises through the wipe, snaps off — S02)",STATE_LIGHT,ON (rise then snap),,OPEN,,"0.5,0.32,0.18",STAND-IN,scripts/world_builder.gd 830 (copper-tinted coil material),,,OPEN,,NO,,rise / snap,,OPEN,restoration-audio-bible.md S02; restoration-room-inventory.md §7; scripts/world_builder.gd 826-832; restoration-audio-bible.md S02 (via ROOM-BRIEFS-3.6-3.10.md 3.10.3); scripts/world_builder.gd 826-832,"burning a daily (from T4; Ending 3's playable destruction): the coil glows and rises through the wipe, snaps off; a brief warm-orange bloom; no red; only during a burn"
CLM.BURN.B-CLM-1,CLIMATE,CLM,BURN,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-CLM-1,borrowed: the hall's pilot lamps through the +Y gap; the bench room through the -X gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,rise / snap,,OPEN,"restoration-audio-bible.md S02; restoration-room-inventory.md §7; scripts/world_builder.gd 826-832; Data/Doors.csv CLIMATE-TRANSMITTER HALL (14.5, -13.0), BENCH ROOM-CLIMATE (12.0, -16.0)","burning a daily (from T4; Ending 3's playable destruction): the coil glows and rises through the wipe, snaps off; a brief warm-orange bloom; no red"
CLM.*.G-CLM-0,CLIMATE,CLM,*,REFERENCE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,G-CLM-0,greybox stand-in PointLight (delete at P3 when real practicals land),STAND-IN,STAND-IN (not a state; delete or recolour per note),"1425,-1600,275",STAND-IN,"ue/pyscripts/build_greybox.py 124 (cx, cy, 275)","0.95,0.72,0.45",STAND-IN,ue/pyscripts/build_greybox.py 129; scripts/world_builder.gd 165,9.0,cd (UE) / 0.5 Godot light_energy,STAND-IN,ue/pyscripts/build_greybox.py 126-128; scripts/world_builder.gd 166,N/A,,,,OPEN,"ue/pyscripts/build_greybox.py 122-130 (PointLight at (cx, cy, 275), no shadows, attenuation 0.75 x max(w,d) x 100); SkyLight 0.12 at 176-177","one dim practical per room, 'Merle keeps the lights on. Barely.' [scripts/world_builder.gd 161-170]; not canon"
TH.DAY_ON_AIR.P-TH-1,TRANSMITTER HALL,TH,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,"breaker rows / pilot lamps may include red; canon names no tally here; warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4]","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'",full practicals plus every tally lit; the safest the world ever looks; colour family unstated (pilot lamps) — OPEN
TH.DAY_ON_AIR.D-TH-1,TRANSMITTER HALL,TH,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,OPEN,"breaker rows / pilot lamps may include red; canon names no tally here; warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4]","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","full practicals plus every tally lit; the safest the world ever looks; data, never room light"
TH.DAY_ON_AIR.P-TH-2,TRANSMITTER HALL,TH,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,"breaker rows / pilot lamps may include red; canon names no tally here; warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4]","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through'",full practicals plus every tally lit; the safest the world ever looks; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)
TH.DAY_ON_AIR.X-TH-1,TRANSMITTER HALL,TH,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,ON (low),,OPEN,,,OPEN,,,,OPEN,,OPEN,"breaker rows / pilot lamps may include red; canon names no tally here; warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4]","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","full practicals plus every tally lit; the safest the world ever looks; low, motivated"
TH.DAY_ON_AIR.B-TH-1,TRANSMITTER HALL,TH,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,"breaker rows / pilot lamps may include red; canon names no tally here; warning red is reserved for slates, tallies, the breaker [restoration-art-bible.md §4]","CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam'",full practicals plus every tally lit; the safest the world ever looks
TH.BREAK.P-TH-1,TRANSMITTER HALL,TH,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-1,pilot lamps (count and positions OPEN),PILOT,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md TRANSMITTER HALL 'Phosphor and pilot lamps, S4 in the aisle'",the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; colour family unstated (pilot lamps) — OPEN
TH.BREAK.D-TH-1,TRANSMITTER HALL,TH,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,D-TH-1,"phosphor surfaces (meters, the rack)",PHOSPHOR,ON (data),,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-room-bible.md TRANSMITTER HALL 'Phosphor'; restoration-ambient-lore-ledger.md TRANSMITTER HALL (dymo strip AUDIENCE FEED, DO NOT MONITOR, green)","the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; data, never room light"
TH.BREAK.P-TH-2,TRANSMITTER HALL,TH,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-TH-2,raking light on the placard (DE-ENERGIZE BEFORE SERVICE / the ghosted IT STAYS ON),OPEN,ON,,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; restoration-ambient-lore-ledger.md TRANSMITTER HALL 'under raking light an older painted-over line ghosts through',the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; a raking source is implied by the ledger; fixture OPEN; the ghost line is never-stated and never explained (naming it in text is an S0 defect)
TH.BREAK.X-TH-1,TRANSMITTER HALL,TH,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,X-TH-1,volumetric cones (the only room where volumetrics are allowed),VOLUMETRIC,ON (low),,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES BREAK; restoration-lighting-bible.md §UE5 TECHNICALS 'volumetrics low and motivated (projector cones, the transmitter hall only)'","the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change; low, motivated"
TH.BREAK.B-TH-1,TRANSMITTER HALL,TH,BREAK,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-TH-1,borrowed: nothing into the dead room (the felt door eats it),BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,,"CUT at the 50 s flip (BREAK 18.0 s, Data/Timings.csv broadcast.gd)",,OPEN,restoration-lighting-bible.md §STATES BREAK; Data/Doors.csv TRANSMITTER HALL-DEAD ROOM locked row 'the hum stops at the seam',the tallys die together; red drains from the world on the cue; BREAK IS VISIBLY LESS SAFE; Harriet freezes inside the colour change
